,index,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,time,fu,nt,peak_idx,widths,loc_curated,w_curated,peak_nts,peak_area,backgd_area,peak_area_backsub,total_area,frac_intact,frac_norm
205,205,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,4.0,21,8,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09168886 -0.07797174 -0.06021648 ...  0.2365723   0.2365723
  0.2365723 ]","[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[110 325 387],[6.48491281 7.82619954 8.05894816],[110 388],[6.48482514 6.59730599],[ 23.47300349 823.69778251],[138.14122934 125.113311  ],[ 9.67866158 58.756173  ],[128.46256776  66.357138  ],514.5499137600002,0.1289615180675178,0.35244065616103715
206,206,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,5.0,21,9,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03697887  0.00656149  0.02915218 ...  0.166214    0.166214
  0.166214  ]","[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[110 278 324 387],[6.55013359 8.47432743 7.48261984 9.21089178],[110 388],[6.48482514 6.59730599],[ 23.47300349 823.69778251],[141.44410686 118.180485  ],[13.41252682 60.711385  ],[128.03158004  57.4691    ],543.4472400420002,0.10574917998582258,0.2890033472092199
207,207,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,18.0,21,10,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02874576 -0.05013727 -0.06352196 ...  0.1015167   0.1015167
  0.1015167 ]","[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[110 323],[ 6.50620402 15.29887427],[110 388],[6.48482514 6.59730599],[ 23.47300349 823.69778251],[136.50180491  12.2505312 ],[14.47536727 10.5653345 ],[122.02643764   1.6851967 ],465.83398264,0.003617590735758609,0.00988656206702944
208,208,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,24.0,21,11,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09044096 -0.08841982 -0.07697903 ... -0.0007019  -0.0007019
 -0.0007019 ]","[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[110 322],[ 6.49102573 17.37289025],[110 388],[6.48482514 6.59730599],[ 23.47300349 823.69778251],[130.38102625   4.52620487],[6.9125525  4.29722132],[123.46847375   0.22898355],403.2985904547999,0.0005677767178451473,0.001551684579934438
209,209,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0.0,22,2,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.037871   -0.0310809  -0.03596222 ... -0.01448059 -0.01448059
 -0.01448059]","[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[110 403 530],[ 6.25245039  7.38736827 13.47750818],[110 403],[6.25245039 7.38736827],[ 23.82753413 919.78530327],[ 90.21593451 351.435613  ],[  8.32190233 101.906992  ],[ 81.89403218 249.528621  ],552.9954402100001,0.4512308833961478,1.0
210,210,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0.5,22,3,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03528717 0.0260151  0.00437183 ... 0.0846405  0.0846405  0.0846405 ],"[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[110 404 529],[ 6.18951124  8.21049576 13.95524827],[110 404],[6.18951124 8.21049576],[ 23.82753413 926.53673602],[ 89.41029  216.785342],[ 5.24836186 71.205102  ],[ 84.16192814 145.58024   ],392.4175098271901,0.3709830381017135,0.8221579057478152
211,211,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1.0,22,4,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00982275 -0.00769357 -0.01407242 ...  0.1882248   0.1882248
  0.1882248 ]","[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[110 404 530],[ 6.16613534  8.56549507 16.14549616],[110 404],[6.16613534 8.56549507],[ 23.82753413 926.53673602],[ 92.82606579 225.802401  ],[ 7.26034883 85.159728  ],[ 85.56571696 140.642673  ],474.13551758000006,0.2966296929574984,0.6573789691098763
212,212,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1.5,22,5,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00034653  0.01332755  0.03046911 ...  0.1334534   0.1334534
  0.1334534 ]","[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[110 405 531],[ 6.17525379  9.48772872 20.84601126],[110 405],[6.17525379 9.48772872],[ 23.82753413 933.32343723],[ 91.0828228 179.60685  ],[ 5.1371621 67.94966  ],[ 85.9456607 111.65719  ],404.26016655400014,0.2762013159787413,0.6121064096941625
213,213,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,2.0,22,6,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02521155 -0.02015548 -0.00428097 ...  0.2442856   0.2442856
  0.2442856 ]","[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[110 405 530],[ 6.23065725 10.14876778 24.03595529],[110 405],[ 6.23065725 10.14876778],[ 23.82753413 933.32343723],[ 94.05865369 155.435651  ],[ 4.74423733 68.230294  ],[89.31441636 87.205357  ],416.5964585000002,0.20932812850592183,0.4639047020240124
214,214,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,3.0,22,7,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00240215 -0.00185476  0.00515095 ...  0.0094223   0.0094223
  0.0094223 ]","[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[110 333 404 529],[ 6.11531391  6.86302803 11.3817363  33.85673313],[110 404],[ 6.11531391 11.3817363 ],[ 23.82753413 926.53673602],[ 87.29759274 219.692122  ],[ 5.51364618 99.810972  ],[ 81.78394656 119.88115   ],608.3306220599999,0.19706578240964512,0.4367293766030543
215,215,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,4.0,22,8,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.0160209  0.00136218 0.02703751 ... 0.1580811  0.1580811  0.1580811 ],"[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[110 331 402 511],[ 6.16118921  7.49171108 14.62802794 38.71472671],[110 402],[ 6.16118921 14.62802794],[ 23.82753413 913.06902129],[ 86.75289909 289.23443   ],[  4.79098963 134.44974   ],[ 81.96190946 154.78469   ],841.8165580599998,0.18386985682095341,0.4074850893118703
216,216,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,5.0,22,9,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00416184 0.00715366 0.00839604 ... 0.235054   0.235054   0.235054  ],"[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[110 331 403],[ 6.12695596  7.49493775 21.79386413],[110 403],[ 6.12695596 21.79386413],[ 23.82753413 919.78530327],[ 84.1705919 218.053498 ],[  5.1489571 104.275468 ],[ 79.0216348 113.77803  ],616.2056967800003,0.1846429375686564,0.4091983602251652
217,217,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,18.0,22,10,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05558125 0.04274265 0.02712572 ... 0.1716843  0.1716843  0.1716843 ],"[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[110 328],[ 6.15521691 82.91186535],[110 403],[ 6.12695596 21.79386413],[ 23.82753413 919.78530327],[84.9475228 52.5816238],[ 6.9941361 50.6435358],[77.9533867  1.938088 ],622.1097843999999,0.0031153472403093875,0.006904109082388183
218,218,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,24.0,22,11,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02589266 -0.01739783 -0.01370482 ...  0.2063408   0.2063408
  0.2063408 ]","[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[110 329],[ 6.06926435 90.32978422],[110 403],[ 6.12695596 21.79386413],[ 23.82753413 919.78530327],[83.69296941 33.3471023 ],[ 4.44892427 34.877975  ],[79.24404514 -1.5308727 ],506.7326770400004,-0.0030210656809076465,-0.00669516602713421
219,219,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0.0,23,2,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.04241464 0.05929465 0.02022518 ... 0.2646713  0.2646713  0.2646713 ],"[  -83.89140212   -82.59487199   -81.30886957 ... 18365.00266844
 18417.77816229 18470.65160676]",[110 385 498],[ 6.59999661  7.6214807  11.28338616],[110 385],[6.59999661 7.6214807 ],[ 23.62186383 826.64959691],[132.58104799 230.518858  ],[12.61889923 66.4454    ],[119.96214876 164.073458  ],511.25899827999996,0.32092043084226035,1.0
220,220,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0.5,23,3,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.0209083  0.03757524 0.02362442 ... 0.1595955  0.1595955  0.1595955 ],"[  -83.89140212   -82.59487199   -81.30886957 ... 18365.00266844
 18417.77816229 18470.65160676]",[110 383 497],[ 6.59725702  8.39325698 12.98687469],[110 385],[6.59999661 7.6214807 ],[ 23.62186383 826.64959691],[132.82964263 264.654282  ],[ 9.84942858 72.248048  ],[122.98021405 192.406234  ],592.3724826991001,0.3248061643972989,1.012108090297774
221,221,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1.0,23,4,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.117727   -0.1005525  -0.06457233 ...  0.0904007   0.0904007
  0.0904007 ]","[  -83.89140212   -82.59487199   -81.30886957 ... 18365.00266844
 18417.77816229 18470.65160676]",[110 384],[6.7121078  8.69076682],[110 384],[6.7121078  8.69076682],[ 23.62186383 820.25300085],[133.54041223 190.197351  ],[10.16772911 65.416716  ],[123.37268312 124.780635  ],518.2039744722001,0.2407944383813174,0.7503244269906683
222,222,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1.5,23,5,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0786344  -0.06567519 -0.05586447 ...  0.1353455   0.1353455
  0.1353455 ]","[  -83.89140212   -82.59487199   -81.30886957 ... 18365.00266844
 18417.77816229 18470.65160676]",[110 340 382],[ 6.62604701 15.05441456  9.44872312],[110 384],[6.7121078  8.69076682],[ 23.62186383 820.25300085],[137.02858455 290.757874  ],[10.78368655 97.195734  ],[126.244898 193.56214 ],851.7809819000001,0.22724402647290423,0.7081008394401658
223,223,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,2.0,23,6,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.07268777 0.06020417 0.04312527 ... 0.2675972  0.2675972  0.2675972 ],"[  -83.89140212   -82.59487199   -81.30886957 ... 18365.00266844
 18417.77816229 18470.65160676]",[110 384],[6.72702686 9.7124991 ],[110 384],[6.72702686 9.7124991 ],[ 23.62186383 820.25300085],[138.58843556 228.093845  ],[16.66791952 85.19654   ],[121.92051604 142.897305  ],782.8693985499999,0.18253019630690484,0.5687708813921621
224,224,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,3.0,23,7,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01980678 -0.02929091 -0.03244855 ...  0.1703453   0.1703453
  0.1703453 ]","[  -83.89140212   -82.59487199   -81.30886957 ... 18365.00266844
 18417.77816229 18470.65160676]",[110 386],[ 6.72965746 10.61897633],[110 386],[ 6.72965746 10.61897633],[ 23.62186383 833.08207329],[136.6341721  97.959721 ],[18.9840686 44.896148 ],[117.6501035  53.063573 ],528.4867782999997,0.10040662355015062,0.3128707738757298
225,225,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,4.0,23,8,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00511915 -0.00660799 -0.0025596  ...  0.07520676  0.07520676
  0.07520676]","[  -83.89140212   -82.59487199   -81.30886957 ... 18365.00266844
 18417.77816229 18470.65160676]",[110 385],[ 6.72896944 12.68218851],[110 385],[ 6.72896944 12.68218851],[ 23.62186383 826.64959691],[135.55227693  92.930027  ],[14.16352301 45.492564  ],[121.38875392  47.437463  ],554.3002070660004,0.08558081414238336,0.2666730002754118
226,226,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,5.0,23,9,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03295735 -0.01287932  0.01453219 ...  0.1898346   0.1898346
  0.1898346 ]","[  -83.89140212   -82.59487199   -81.30886957 ... 18365.00266844
 18417.77816229 18470.65160676]",[110 339 384],[ 6.72690338 20.18878504 16.62830429],[110 384],[ 6.72690338 16.62830429],[ 23.62186383 820.25300085],[136.3428533 119.9543292],[14.9555    69.3352531],[121.3873533  50.6190761],701.1667256700001,0.07219263870747848,0.22495494761118154
227,227,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,18.0,23,10,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.07211798 -0.05579589 -0.03534194 ...  0.3069153   0.3069153
  0.3069153 ]","[  -83.89140212   -82.59487199   -81.30886957 ... 18365.00266844
 18417.77816229 18470.65160676]",[110 206],[  6.70664434 135.38197608],[110 384],[ 6.72690338 16.62830429],[ 23.62186383 820.25300085],[137.8408401  16.3256094],[13.8026854 17.2154444],[124.0381547  -0.889835 ],567.3086325,-0.0015685201123746366,-0.0048875670154687025
228,228,hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,24.0,23,11,nts-Eukaryote Total RNA Nano_2020-12-11_09-39-16_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01200836  0.0077605   0.0220052  ...  0.1706161   0.1706161
  0.1706161 ]","[  -83.89140212   -82.59487199   -81.30886957 ... 18365.00266844
 18417.77816229 18470.65160676]",[110 208],[  6.82366405 132.76723653],[110 384],[ 6.72690338 16.62830429],[ 23.62186383 820.25300085],[134.9907482   7.6150723],[16.2612408 10.0910147],[118.7295074  -2.4759424],489.8188796199998,-0.00505481210099706,-0.015750982533990224
229,229,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0.0,24,2,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.04846565 0.06681124 0.07342045 ... 0.04911423 0.04911423 0.04911423],"[  -86.86109245   -85.52809964   -84.20587129 ... 18392.28334708
 18444.9839486  18497.78171925]",[110 389 495],[ 6.36545495  6.05492794 13.22872216],[110 389],[6.36545495 6.05492794],[ 23.6014075  859.13255274],[ 97.17383926 229.2705359 ],[ 7.2927799 53.8688626],[ 89.88105936 175.4016733 ],383.50060048219996,0.4573700095370286,1.0
230,230,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0.5,24,3,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00353244 -0.01719308 -0.00784631 ...  0.1556549   0.1556549
  0.1556549 ]","[  -86.86109245   -85.52809964   -84.20587129 ... 18392.28334708
 18444.9839486  18497.78171925]",[110 389 493],[ 6.3523564   6.52037957 12.9028698 ],[110 389],[6.3523564  6.52037957],[ 23.6014075  859.13255274],[ 99.44968994 263.56058   ],[ 8.37162228 71.014202  ],[ 91.07806766 192.546378  ],508.2351184500001,0.3788529580309641,0.828329252314678
231,231,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1.0,24,4,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03891034 -0.04213963 -0.03538132 ...  0.2258224   0.2258224
  0.2258224 ]","[  -86.86109245   -85.52809964   -84.20587129 ... 18392.28334708
 18444.9839486  18497.78171925]",[110 388],[6.38408089 6.82986841],[110 388],[6.38408089 6.82986841],[ 23.6014075  852.55592284],[101.56105822 218.785616  ],[ 5.78124134 74.61993   ],[ 95.77981688 144.165686  ],472.57389142700004,0.30506485570896114,0.6669979433451749
232,232,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1.5,24,5,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.03133923  0.02341668 -0.00161514 ...  0.1652184   0.1652184
  0.1652184 ]","[  -86.86109245   -85.52809964   -84.20587129 ... 18392.28334708
 18444.9839486  18497.78171925]",[110 326 388],[ 6.39289354 11.11167923  7.29087547],[110 388],[6.39289354 7.29087547],[ 23.6014075  852.55592284],[101.42863654 191.715725  ],[ 6.23222348 69.239576  ],[ 95.19641306 122.476149  ],479.06966063,0.25565415442701567,0.5589657150581447
233,233,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,2.0,24,6,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.0478766  0.05163752 0.01672952 ... 0.1210136  0.1210136  0.1210136 ],"[  -86.86109245   -85.52809964   -84.20587129 ... 18392.28334708
 18444.9839486  18497.78171925]",[110 326 390],[ 6.43969117 10.41914595  7.46169827],[110 390],[6.43969117 7.46169827],[ 23.6014075  865.74563013],[105.51346967 155.02617   ],[10.87991009 56.163184  ],[94.63355958 98.862986  ],424.7467971959997,0.2327574608040649,0.5089040731806462
234,234,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,3.0,24,7,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.02804676 -0.01070834 -0.02409817 ...  0.08506393  0.08506393
  0.08506393]","[  -86.86109245   -85.52809964   -84.20587129 ... 18392.28334708
 18444.9839486  18497.78171925]",[110 285 324 389],[ 6.25642451 13.97562084 10.4844812   8.13422594],[110 389],[6.25642451 8.13422594],[ 23.6014075  859.13255274],[ 96.61079719 239.009071  ],[ 6.8884241 94.753809 ],[ 89.72237308 144.255262  ],650.8304008241001,0.22164800817131447,0.48461421507649133
235,235,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,4.0,24,8,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08204959 -0.05835513 -0.02790872 ... -0.00099564 -0.00099564
 -0.00099564]","[  -86.86109245   -85.52809964   -84.20587129 ... 18392.28334708
 18444.9839486  18497.78171925]",[110 231 284 323 388],[ 6.22505551 21.20792511 12.29166843  9.45977025  8.51644687],[110 388],[6.22505551 8.51644687],[ 23.6014075  852.55592284],[ 91.60079147 349.856311  ],[  8.70701146 150.342696  ],[ 82.89378001 199.513615  ],979.0580883999995,0.2037811825098652,0.44554994481632515
236,236,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,5.0,24,9,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00284061 0.00196444 0.0050253  ... 0.148941   0.148941   0.148941  ],"[  -86.86109245   -85.52809964   -84.20587129 ... 18392.28334708
 18444.9839486  18497.78171925]",[110 325 390],[ 6.21706633 10.5034026   9.17439255],[110 390],[6.21706633 9.17439255],[ 23.6014075  865.74563013],[ 91.47259602 114.365905  ],[ 5.49137974 54.72803   ],[85.98121628 59.637875  ],446.5257608,0.13355976347960796,0.29201688063194925
237,237,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,18.0,24,10,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08112603 -0.04692324  0.00458352 ... -0.1693649  -0.1693649
 -0.1693649 ]","[  -86.86109245   -85.52809964   -84.20587129 ... 18392.28334708
 18444.9839486  18497.78171925]",[110 323 356],[ 6.24540351 19.50904129 19.58869663],[110 390],[6.21706633 9.17439255],[ 23.6014075  865.74563013],[86.6509304 38.990082 ],[ 1.100785 33.205348],[85.5501454  5.784734 ],500.74367440299943,0.01155228572162537,0.025258074383405976
238,238,hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,24.0,24,11,nts-Eukaryote Total RNA Nano_2020-12-11_09-53-14_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.1848775 0.1867815 0.1407962 ... 0.098526  0.098526  0.098526 ],"[  -86.86109245   -85.52809964   -84.20587129 ... 18392.28334708
 18444.9839486  18497.78171925]",[110 322 355],[ 6.18591864 21.96317908 15.37190855],[110 390],[6.21706633 9.17439255],[ 23.6014075  865.74563013],[89.5169193 24.767619 ],[ 2.6528775 22.745899 ],[86.8640418  2.02172  ],464.8761078219998,0.00434894365613238,0.009508589469026588
